"zone","state","lga","sector","ea","hhid","shock_cd","s15aq1","s15aq1b","s15aq2","s15aq3a","s15aq3b","s15aq3c","s15aq3d","s15aq3e","s15aq4a","s15aq4b","s15aq4c","s15aq5a","s15aq5b","s15aq5c","s15aq5d","s15aq6a","s15aq6b","s15aq6c"
3,18,1823,1,1822,180028,18,1,,3,,1,1,1,,2,,,6,,,,1,2,
3,18,1823,1,1822,180028,20,1,,3,,1,1,1,,2,,,6,,,,1,2,
3,18,1823,1,1822,180029,1,1,,1,,1,,,,1,,,6,,,,98,,
3,18,1823,1,1822,180029,7,1,,2,,1,1,,,2,,,6,14,,,98,,
3,18,1823,1,1822,180029,18,1,,1,,,,1,,2,,,14,,,,98,,
3,18,1823,1,1822,180029,20,1,,1,,,,1,,2,,,14,,,,98,,
3,18,1823,1,1822,180030,8,1,,1,,1,,,,3,,,11,,,,98,,
3,18,1823,1,1822,180030,20,1,,1,1,,,,,3,,,11,,,,98,,
3,18,1803,2,840,180031,1,1,,1,,,1,,,1,,,7,6,,,98,,
3,18,1803,2,840,180031,15,1,,1,,,,1,,1,,,3,1,,,98,,
3,18,1803,2,840,180031,16,1,,1,,,,1,,1,,,14,8,,,98,,
3,18,1803,2,840,180033,8,1,,2,,1,1,,,2,1,2,14,15,,,98,,
3,18,1803,2,840,180033,11,1,,2,1,1,,,,2,1,3,14,15,,,98,,
3,18,1803,2,840,180033,12,1,,2,1,1,,,,2,3,,14,15,,,98,,
3,18,1803,2,840,180033,13,1,,1,,,1,,,2,3,,14,15,,,98,,
3,18,1803,2,840,180033,14,1,,1,,,1,,,2,3,,14,15,,,98,,
3,18,1803,2,840,180033,17,1,,2,1,1,,,,2,1,,14,15,,,98,,
3,18,1803,2,840,180033,18,1,,1,,,1,,,2,1,,14,15,,,98,,
3,18,1803,2,840,180033,19,1,,2,1,,,1,,2,3,,14,15,,,98,,
3,18,1803,2,840,180033,20,1,,2,1,1,,,,2,3,,14,15,,,98,,
3,18,1803,2,840,180034,6,1,,1,,,,,1,3,,,21,,,,98,,
3,18,1803,2,840,180034,11,1,,2,,1,1,,,1,3,,7,14,15,,98,,
3,18,1803,2,840,180034,12,1,,1,1,,,,,,,,,,,,,,
3,18,1803,2,840,180034,13,1,,2,1,1,,,,2,3,,7,14,15,,98,,
3,18,1803,2,840,180034,14,1,,1,1,,,,,2,3,,7,14,15,,98,,
3,18,1803,2,840,180034,17,1,,3,,1,1,1,,2,,,7,14,15,,98,,
3,18,1803,2,840,180034,19,1,,4,1,1,,1,1,2,,,7,14,15,,98,,
3,18,1803,2,840,180034,20,1,,1,1,,,,,2,,,7,14,15,,98,,
3,18,1803,2,840,180036,17,1,,1,,,1,,,2,2,,1,8,12,,98,,
3,18,1803,2,840,180038,12,1,,2,1,1,,,,1,,,8,6,14,,98,,
3,18,1803,2,840,180038,13,1,,2,,1,1,,,1,,,8,6,14,,98,,
3,18,1803,2,840,180038,14,1,,1,1,,,,,1,,,8,6,14,,98,,
3,18,1803,2,840,180038,17,1,,1,,,1,,,1,,,8,6,14,13,98,,
3,18,1803,2,840,180038,18,1,,1,1,,,,,1,,,8,6,14,13,98,,
3,18,1803,2,840,180038,19,1,,2,,1,1,,,1,2,,8,6,,,98,,
3,18,1803,2,840,180038,20,1,,2,1,1,,,,1,2,,6,8,13,,98,,
3,18,1803,2,840,180039,1,1,,2,,1,1,,,1,,,1,3,,,1,,
3,18,1803,2,840,180039,7,1,,1,,,1,,,2,,,8,,,,1,,
3,18,1803,2,840,180039,9,1,,7,1,1,1,1,,1,,,8,21,,,1,,
3,18,1803,2,840,180039,20,1,,2,,,1,1,,2,,,3,,,,1,,
3,18,1803,2,840,180040,5,1,,1,,,1,,,1,,,8,,,,98,,
3,18,1803,2,840,180040,8,1,,2,,,,1,1,,,,6,,,,98,,
3,18,1803,2,840,180040,11,1,,1,,1,,,,1,,,7,,,,98,,
3,18,1803,2,840,180040,18,1,,2,,,1,1,,2,,,7,8,,,98,,
3,18,1803,2,840,180040,19,1,,2,,,1,1,,2,,,7,8,,,98,,
3,18,1816,1,378,180041,21,1,,1,,,,,1,1,3,,12,22,,,,,
3,18,1816,1,378,180044,1,1,,2,,1,,,1,1,,,3,7,8,,98,,
3,18,1816,1,378,180044,18,1,,2,,1,1,,,2,,,3,,,,98,,
3,18,1816,1,378,180044,20,1,,3,,1,1,1,,2,,,13,,,,98,,
3,18,1816,1,378,180045,8,1,,2,,,,1,1,1,3,,5,14,,,1,2,3
3,18,1816,1,378,180046,8,1,,1,,1,,,,2,3,,8,14,,,98,,
3,18,1816,1,378,180046,12,1,,1,,,1,,,2,3,,8,14,,,98,,
3,18,1816,1,378,180047,8,1,,4,1,1,1,1,,1,3,2,13,14,,,98,,
3,18,1816,1,378,180047,12,1,,2,1,,1,,,2,3,,8,14,,,98,,
3,18,1816,1,378,180050,1,1,,2,,,1,,,1,,,6,,,,98,,
3,18,1816,1,378,180050,5,1,,1,,1,,,,1,,,7,,,,1,,
3,18,1816,1,378,180050,11,1,,1,,,,1,,1,,,,,,,98,,
3,18,1816,1,378,180050,20,1,,3,,1,1,1,,1,,,1,3,,,98,,
3,18,1805,2,534,180051,3,1,,5,1,1,1,1,1,1,,,7,,,,98,,
3,18,1805,2,534,180051,7,1,,1,,1,,,,2,,,7,,,,98,,
3,18,1805,2,534,180051,18,1,,5,1,1,1,1,1,1,,,7,,,,98,,
3,18,1805,2,534,180052,12,1,,2,1,,1,,,2,3,,7,14,,,98,,
3,18,1805,2,534,180052,13,1,,2,1,2,,,,1,2,,7,14,,,98,,
3,18,1805,2,534,180053,1,1,,4,1,1,1,1,,1,,,7,,,,98,,
3,18,1805,2,534,180053,11,1,,1,,,,1,,1,,,1,13,15,,98,,
3,18,1805,2,534,180053,13,1,,1,,1,,,,1,,,14,,,,98,,
3,18,1805,2,534,180056,11,1,,2,,1,1,,,3,,,7,,,,98,,
3,18,1805,2,534,180058,17,1,,3,,1,1,1,,2,1,3,1,1,1,,98,,
3,18,1805,2,534,180059,9,1,,1,,,1,,,1,,,7,,,,98,,
3,18,1805,2,534,180059,10,1,,1,,1,,,,1,,,7,,,,98,,
3,18,1805,2,534,180059,12,1,,1,,,,1,,1,,,7,,,,98,,
3,18,1805,2,534,180059,17,1,,2,,1,1,,,1,,,1,,,,98,,
3,18,1817,2,370,180062,8,1,,5,1,1,1,1,1,3,,,11,13,15,14,98,,
3,18,1817,2,370,180063,8,1,,2,1,1,,,,1,2,,1,1,,,1,,
3,18,1817,2,370,180064,8,1,,5,1,1,1,1,1,1,2,,7,14,,,98,,
3,18,1817,2,370,180064,11,1,,2,,1,,1,,1,2,3,7,14,,,98,,
3,18,1817,2,370,180064,12,1,,2,1,,,1,,3,,,7,,,,98,,
3,18,1817,2,370,180064,13,1,,1,,,1,,,3,,,7,14,,,98,,
3,18,1817,2,370,180064,17,1,,3,1,1,,1,,3,,,7,14,15,,98,,
3,18,1817,2,370,180064,18,1,,5,1,1,1,1,1,3,,,7,14,15,,98,,
3,18,1817,2,370,180065,7,1,,1,,,1,,,1,2,,14,8,7,,98,,
3,18,1817,2,370,180065,11,1,,1,,1,,,,3,,,7,,,,98,,
3,18,1817,2,370,180065,12,1,,2,1,1,,,,3,,,14,7,,,98,,
3,18,1817,2,370,180065,17,1,,3,1,1,1,,,3,,,14,7,,,98,,
3,18,1817,2,370,180067,1,1,,2,,1,1,,,1,,,7,,,,98,,
3,18,1817,2,370,180067,8,1,,2,,,1,1,,1,,,7,,,,1,,
3,18,1817,2,370,180067,18,1,,5,1,1,1,1,1,1,,,3,,,,98,,
3,18,1817,2,370,180067,19,1,,2,,1,,,1,1,,,3,,,,98,,
3,18,1817,2,370,180067,20,1,,1,,,1,,,1,,,3,7,,,98,,
3,18,1817,2,370,180068,5,1,,1,,1,,,,1,,,6,,,,1,,
3,18,1817,2,370,180068,8,1,,2,,1,,1,,1,,,6,,,,98,,
3,18,1817,2,370,180068,13,1,,2,1,,,1,,1,,,7,,,,98,,
3,18,1817,2,370,180068,18,1,,3,,1,1,1,,1,,,6,7,,,98,,
3,18,1817,2,370,180070,1,1,,2,,,1,1,,1,,,3,,,,98,,
3,18,1817,2,370,180070,4,1,,1,,1,,,,2,,,7,,,,1,,
3,18,1817,2,370,180070,13,1,,2,,1,,1,,1,,,6,,,,98,,
3,18,1817,2,370,180070,15,1,,1,,1,,,,1,,,7,,,,98,,
3,18,1817,2,370,180070,18,1,,1,,,1,,,1,,,7,,,,98,,
3,18,1817,2,370,180070,19,1,,1,,,1,,,1,,,3,,,,98,,
3,18,1808,2,1726,180071,1,1,,1,,1,,,,3,,,21,,,,98,,
3,18,1808,2,1726,180071,12,1,,1,,1,,,,3,,,14,,,,98,,
3,18,1808,2,1726,180072,1,1,,2,,1,1,,,1,,,6,,,,98,,
3,18,1808,2,1726,180072,13,1,,2,,1,,1,,1,,,7,6,,,98,,
3,18,1808,2,1726,180072,18,1,,3,,,1,1,1,1,,,1,2,,,98,,
3,18,1808,2,1726,180072,19,1,,3,,,1,1,1,1,,,1,2,,,98,,
3,18,1808,2,1726,180074,2,1,,1,,,1,,,2,,,7,10,,,1,,
3,18,1808,2,1726,180075,13,1,,2,,,1,1,,2,,,7,8,,,1,2,
3,18,1808,2,1726,180076,1,1,,1,1,,,,,3,,,21,,,,98,,
3,18,1808,2,1726,180076,12,1,,2,1,,1,,,3,,,14,,,,98,,
3,18,1808,2,1726,180076,13,1,,2,1,1,,,,3,,,14,,,,98,,
3,18,1808,2,1726,180077,3,1,,2,,,1,1,,2,,,3,1,6,,98,,
3,18,1808,2,1726,180077,8,1,,2,,,1,1,,1,,,6,,,,98,,
3,18,1808,2,1726,180077,10,1,,1,,,,1,,1,,,7,,,,98,,
3,18,1808,2,1726,180077,11,1,,1,,,,1,,1,,,7,,,,98,,
3,18,1808,2,1726,180077,13,1,,1,,,,1,,1,,,7,,,,98,,
3,18,1808,2,1726,180077,14,1,,1,,,,1,,1,,,7,,,,98,,
3,18,1808,2,1726,180077,18,1,,3,,1,1,1,,1,,,1,,,,1,,
3,18,1808,2,1726,180077,19,1,,3,,1,1,1,,1,,,1,,,,1,,
3,18,1808,2,1726,180078,1,1,,1,,1,,,,1,,,1,7,,,98,,
3,18,1808,2,1726,180078,3,1,,1,,1,,,,1,,,8,,,,98,,
3,18,1808,2,1726,180078,8,1,,2,,,,1,1,2,,,8,,,,1,,
3,18,1808,2,1726,180078,18,1,,3,,1,1,1,,1,,,3,,,,98,,
3,18,1808,2,1726,180078,19,1,,2,,,,1,1,1,,,3,,,,98,,
3,18,1811,2,364,180081,12,1,,1,1,1,,,,1,2,,,,,,1,,
3,18,1811,2,364,180083,1,1,,4,,1,1,1,1,1,,,7,,,,1,,
3,18,1811,2,364,180083,9,1,,1,,,1,,,2,,,8,,,,1,,
3,18,1811,2,364,180083,10,1,,1,,,,,1,1,,,8,7,,,1,,
3,18,1811,2,364,180083,13,1,,1,,,,1,,1,,,3,,,,1,,
3,18,1811,2,364,180083,15,1,,1,,,,1,,1,,,3,,,,1,,
3,18,1811,2,364,180084,3,1,,3,,,1,1,1,1,,,3,7,8,,98,,
3,18,1811,2,364,180085,8,1,,5,1,1,1,1,1,2,3,,14,15,,,98,,
3,18,1811,2,364,180085,11,1,,1,1,,,,,3,,,14,15,,,98,,
3,18,1811,2,364,180085,12,1,,3,1,1,,1,,3,,,14,15,,,98,,
3,18,1811,2,364,180085,13,1,,1,,1,,,,3,,,14,15,,,98,,
3,18,1811,2,364,180085,17,1,,5,1,1,1,1,1,3,,,21,,,,1,,
3,18,1811,2,364,180085,18,1,,2,,1,1,,,3,,,14,15,,,98,,
3,18,1811,2,364,180085,20,1,,1,1,,,,,3,,,21,,,,98,,
3,18,1811,2,364,180086,1,1,,1,,1,,,,1,3,,8,,,,,,
3,18,1811,2,364,180088,13,1,,1,,,,1,,1,,,12,,,,1,2,3
3,18,1811,2,364,180089,8,1,,2,1,1,,,,1,2,3,,,,,98,,
3,18,1820,2,450,180091,8,1,,2,,1,1,,,1,,,7,6,,,98,,
3,18,1820,2,450,180091,13,1,,2,1,1,,,,1,,,14,,,,98,,
3,18,1820,2,450,180091,18,1,,3,,1,1,1,,1,,,1,,,,98,,
3,18,1820,2,450,180092,8,1,,2,,,1,1,,1,,,6,,,,1,,
3,18,1820,2,450,180092,17,1,,1,,1,,,,1,,,1,6,,,1,,
3,18,1820,2,450,180092,18,1,,1,,1,,,,1,,,3,,,,1,,
3,18,1820,2,450,180096,1,1,,1,,,1,,,3,,,21,,,,1,,
3,18,1820,2,450,180096,12,1,,2,,1,1,,,3,,,21,,,,1,,
3,18,1820,2,450,180096,17,1,,3,1,1,1,,,3,,,21,,,,1,,
3,18,1820,2,450,180098,1,1,,1,1,,,,,3,,,21,,,,1,,
3,18,1820,2,450,180098,4,1,,1,,,,1,,3,,,21,,,,1,,
3,18,1820,2,450,180098,12,1,,2,,1,1,,,2,,,14,15,,,98,,
3,18,1820,2,450,180098,17,1,,4,1,,1,1,1,3,,,21,,,,98,,
3,18,1820,2,450,180098,18,1,,5,1,1,1,1,1,3,,,14,15,,,98,,
3,18,1820,2,450,180099,13,1,,1,,,,1,,1,,,7,8,,,,,
3,18,1820,2,450,180100,3,1,,5,1,1,1,1,1,1,,,2,,,,98,,
3,18,1820,2,450,180100,8,1,,2,,,1,1,,1,,,6,,,,98,,
3,18,1820,2,450,180100,13,1,,1,,1,,,,1,,,6,7,,,98,,
3,18,1820,2,450,180100,18,1,,3,,1,1,1,,1,,,1,6,,,98,,
3,18,1822,2,1654,180102,13,1,,1,,,,1,,2,,,7,5,,,1,2,
3,18,1822,2,1654,180102,17,1,,1,,,,1,,2,,,7,5,,,1,2,
3,18,1822,2,1654,180104,15,1,,1,,,1,,,1,,,1,,,,98,,
3,18,1822,2,1654,180104,17,1,,1,,,,,1,1,,,1,,,,1,,
3,18,1822,2,1654,180104,20,1,,1,,,,,1,1,,,6,,,,98,,
3,18,1822,2,1654,180105,18,1,,2,,,1,1,,1,,,6,1,,,98,,
3,18,1822,2,1654,180106,11,1,,1,,,1,,,2,,,14,15,,,98,,
3,18,1822,2,1654,180106,12,1,,1,,1,,,,2,,,14,15,,,1,,
3,18,1822,2,1654,180106,17,1,,3,1,,1,1,,3,,,21,,,,1,,
3,18,1822,2,1654,180106,18,1,,2,1,,1,,,2,,,14,15,,,98,,
3,18,1822,2,1654,180106,20,1,,3,,1,1,1,,2,,,14,15,,,98,,
3,18,1822,2,1654,180108,12,1,,1,,,,1,,1,,,7,8,,,1,2,3
3,18,1822,2,1654,180108,17,1,,1,,,,1,,1,,,6,,,,1,2,
3,18,1822,2,1654,180109,8,1,,4,1,1,1,1,,3,,,21,,,,98,,
3,18,1822,2,1654,180109,12,1,,2,1,,1,,,3,,,21,,,,98,,
3,18,1822,2,1654,180110,8,1,,2,,1,1,,,2,,,6,,,,98,,
3,18,1822,2,1654,180110,12,1,,3,,,1,1,1,1,,,7,,,,98,,
3,18,1822,2,1654,180110,18,1,,3,,,1,1,1,1,,,3,,,,98,,
3,18,1822,2,1654,180110,19,1,,3,,,1,1,1,1,,,3,,,,98,,
3,18,1822,2,1654,180110,20,1,,3,,,1,1,1,1,,,8,3,,,98,,
3,18,1814,2,678,180111,1,1,,1,1,,,,,1,,,1,,,,98,,
3,18,1814,2,678,180111,10,1,,1,,1,,,,1,,,1,,,,98,,
3,18,1814,2,678,180111,12,1,,1,,,1,,,1,,,1,,,,98,,
3,18,1814,2,678,180111,18,1,,2,,,1,1,,1,,,1,,,,98,,
3,18,1814,2,678,180112,11,1,,1,,1,,,,1,,,14,15,,,98,,
3,18,1814,2,678,180112,12,1,,2,,1,1,,,1,2,,14,15,,,98,,
3,18,1814,2,678,180112,13,1,,3,1,,1,1,,1,2,,,,,,98,,
3,18,1814,2,678,180112,17,1,,4,1,1,1,1,,1,2,,14,15,,,98,,
3,18,1814,2,678,180112,18,1,,5,1,1,1,1,1,1,2,,14,15,,,98,,
3,18,1814,2,678,180113,17,1,,3,1,,1,1,,1,2,3,21,,,,98,,
3,18,1814,2,678,180117,12,1,,2,,1,1,,,1,2,,15,14,,,98,,
3,18,1814,2,678,180117,13,1,,3,1,1,,1,,2,3,,15,14,,,98,,
3,18,1814,2,678,180117,14,1,,1,,1,,,,2,3,,15,14,,,98,,
3,18,1814,2,678,180117,17,1,,2,,1,1,,,2,3,,15,14,,,98,,
3,19,1925,2,3394,190002,1,1,,1,1,,,,,3,,,3,6,7,8,98,,
3,19,1925,2,3394,190005,18,1,,5,1,1,1,1,1,1,,,22,,,,98,,
3,19,1925,2,3394,190005,20,1,,5,1,1,1,1,1,1,,,22,,,,98,,
3,19,1925,2,3394,190006,18,1,,5,,,,,,1,,,8,,,,98,,
3,19,1925,2,3394,190006,20,1,,5,,,,,,1,,,8,,,,98,,
3,19,1925,2,3394,190008,18,1,,5,,,,,,1,,,8,,,,98,,
3,19,1925,2,3394,190008,20,1,,5,,,,,,1,,,8,,,,98,,
3,19,1925,2,3394,190009,18,1,,5,,,,,,1,,,22,,,,98,,
3,19,1925,2,3394,190009,20,1,,5,,,,,,1,,,22,,,,98,,
3,19,1921,1,842,190020,22,1,,5,,,,,,1,,,15,,,,98,,
3,19,1943,2,668,190023,17,1,,2,1,1,,,,2,,,,,,,1,,
3,19,1943,2,668,190024,18,1,,5,,,,,,1,,,8,12,,,98,,
3,19,1943,2,668,190024,20,1,,5,,,,,,1,,,8,12,,,98,,
3,19,1943,2,668,190025,20,1,,5,,,,,,1,,,8,12,,,98,,
3,19,1943,2,668,190026,18,1,,5,,,,,,1,,,8,12,,,98,,
3,19,1943,2,668,190026,20,1,,5,,,,,,1,,,8,12,,,98,,
3,19,1943,2,668,190028,13,1,,3,2,0,6,0,7,1,2,3,1,,,,4,,
3,19,1943,2,668,190029,17,1,,2,1,1,,,,3,,,21,,,,1,,
3,19,1916,2,1516,190033,13,1,,2,1,,1,,,3,2,1,8,3,1,,,,
3,19,1916,2,1516,190037,20,1,,1,1,,,,,3,2,3,1,8,7,,,,
3,19,1916,2,1516,190039,20,1,,5,1,1,1,1,1,1,,,10,,,,98,,
3,19,1916,2,1516,190040,20,1,,5,1,1,1,1,1,1,,,8,12,,,98,,
3,19,1901,2,640,190041,18,1,,5,,,,,,1,,,8,12,,,98,,
3,19,1901,2,640,190041,20,1,,5,,,,,,1,,,8,12,,,98,,
3,19,1901,2,640,190043,20,1,,5,,,,,,1,,,8,,,,98,,
3,19,1901,2,640,190044,8,1,,2,,,,,,1,,,21,,,,1,,
3,19,1901,2,640,190045,18,1,,2,,,,,,1,,,21,,,,1,,
3,19,1901,2,640,190046,9,1,,2,1,,,,,1,,,21,,,,1,,
3,19,1901,2,640,190050,14,1,,25,1,1,,,,3,2,1,1,3,8,,1,2,45
3,19,1901,2,640,190050,17,1,,2,1,1,,,,1,2,3,21,,,,12,3,45
3,19,1937,2,432,190051,18,1,,5,1,1,1,1,1,1,,,8,,,,98,,
3,19,1937,2,432,190051,20,1,,5,1,1,1,1,1,1,,,8,,,,98,,
3,19,1937,2,432,190055,2,1,,1,1,,,,,1,,,1,,,,21,,
3,19,1937,2,432,190059,18,1,,5,1,1,1,1,1,1,,,8,,,,98,,
3,19,1937,2,432,190059,20,1,,5,1,1,1,1,1,1,,,8,,,,98,,
3,19,1936,2,1994,190061,18,1,,2,1,1,,,,1,,,21,,,,1,,
3,19,1936,2,1994,190062,12,1,,1,,,,,,1,,,1,,,,21,,
3,19,1936,2,1994,190063,8,1,,2,1,1,,,,1,,,1,,,,21,,
3,19,1936,2,1994,190064,18,1,,5,1,1,1,1,1,1,,,9,2,,,98,,
3,19,1936,2,1994,190064,20,1,,5,1,1,1,1,1,1,,,9,2,,,98,,
3,19,1936,2,1994,190065,18,1,,5,1,1,1,1,1,1,,,2,,,,98,,
3,19,1936,2,1994,190065,20,1,,5,1,1,1,1,1,1,,,2,,,,98,,
3,19,1936,2,1994,190070,17,1,,1,,,,,,1,,,9,2,,,98,,
3,19,1936,2,1994,190070,18,1,,5,,,,,,1,,,9,2,,,98,,
3,19,1936,2,1994,190070,20,1,,5,,,,,,1,,,9,2,,,98,,
3,19,1902,2,52,190071,11,1,,,,1,,,,1,,,21,,,,1,2,
3,19,1902,2,52,190071,17,1,,,,,,,,2,,,1,,,,98,,
3,19,1902,2,52,190077,18,1,,5,,,,,,1,,,8,,,,98,,
3,19,1902,2,52,190077,20,1,,5,,,,,,1,,,8,,,,98,,
3,19,1902,2,52,190078,18,1,,5,1,,,,,1,,,8,,,,98,,
3,19,1902,2,52,190078,20,1,,5,1,,,,,1,,,8,,,,98,,
3,19,1902,2,52,190080,9,1,,2,,,,,,1,,,1,,,,21,,
3,19,1914,2,934,190087,12,1,,1,1,,,,,1,,,1,,,,98,,
3,19,1914,2,934,190089,18,1,,5,,,,,,1,,,8,,,,98,,
3,19,1914,2,934,190089,20,1,,5,,,,,,1,,,8,,,,98,,
3,19,1914,2,934,190090,18,1,,5,1,1,1,1,1,1,,,8,,,,98,,
3,19,1914,2,934,190090,20,1,,5,1,1,1,1,1,1,,,8,,,,98,,
3,19,1941,2,518,190097,18,1,,5,1,1,1,1,1,1,,,8,,,,98,,
3,19,1941,2,518,190097,20,1,,5,1,1,1,1,1,1,,,8,,,,98,,
3,19,1941,2,518,190100,18,1,,5,,,,,,1,,,8,,,,98,,
3,19,1941,2,518,190100,20,1,,5,,,,,,1,,,8,,,,98,,
3,19,1925,1,2858,190108,17,1,,2,,1,1,,,1,,,1,,,,1,,
3,19,1912,1,1510,190120,7,1,,,,,,1,,,,,22,,,,,,
3,19,1905,2,1290,190121,17,1,,3,,1,1,1,,1,,,22,,,,1,2,
3,19,1910,2,808,190133,3,1,,1,,,,,1,1,,,1,,,,1,,
3,19,1910,2,808,190133,8,1,,1,,,,,1,1,,,1,,,,1,,
3,19,1910,2,808,190136,9,1,,1,,,1,,,1,,,1,,,,1,,
3,19,1910,2,808,190136,17,1,,1,,,,,1,1,,,1,,,,1,,
3,19,1910,2,808,190137,8,1,,1,,,1,,,1,,,1,,,,98,,
3,19,1923,2,284,190197,20,1,,1,,,1,,,1,,,21,,,,98,,
3,19,1923,2,284,190199,18,1,,,1,1,1,1,1,2,,,4,,,,1,,
3,20,2021,1,3300,200001,22,1,,1,1,,,,,1,2,,6,,,,1,,
3,20,2021,1,3300,200002,1,1,,1,,,1,,,1,,,1,,,,1,2,
3,20,2003,2,784,200038,12,1,,1,,,1,,,2,,,14,,,,1,2,3
3,20,2001,2,1354,200094,11,1,,3,,1,1,1,,2,,,9,10,12,13,98,,
3,20,2001,2,1354,200094,12,1,,3,,1,1,1,,2,,,16,6,8,7,98,,
3,20,2001,2,1354,200094,18,1,,2,,1,1,,,2,,,6,8,,,98,,
3,20,2001,2,1354,200094,19,1,,2,,1,1,,,2,,,,,9,12,98,,
3,20,2001,2,1354,200094,20,1,,4,1,1,1,1,,2,,,14,15,8,9,98,,
3,20,2001,2,1354,200095,11,1,,,,,,1,,2,,,1,8,,,98,,
3,20,2001,2,1354,200095,12,1,,,,,,1,,2,,,1,5,,,98,,
3,20,2001,2,1354,200096,11,1,,1,,,1,,,1,,,7,8,,,1,,
3,20,2001,2,1354,200097,12,1,,1,,,,1,,1,2,,21,9,12,,98,,
3,20,2001,2,1354,200098,11,1,,3,,1,1,1,,2,,,8,6,7,14,98,,
3,20,2001,2,1354,200098,12,1,,4,1,1,1,1,,2,,,,,,,98,,
3,20,2001,2,1354,200098,18,1,,4,1,1,1,1,,2,,,13,14,15,11,98,,
3,20,2001,2,1354,200098,20,1,,5,1,1,1,1,1,2,,,11,12,8,7,98,,
3,20,2001,2,1354,200099,10,1,,2,,,1,1,,,,,6,7,,,1,,
3,20,2001,2,1354,200099,11,1,,2,,,,1,1,,,,10,11,,,1,,
3,20,2001,2,1354,200099,12,1,,3,,1,1,1,,,,,14,15,1,,1,,
3,20,2001,2,1354,200099,18,1,,3,,,1,1,1,,,,15,12,13,,1,,
3,20,2001,2,1354,200099,20,1,,5,1,1,1,1,1,2,,,14,15,12,11,1,,
3,20,2001,2,1354,200100,4,1,,2,,1,1,,,2,,,10,,,,,,
3,20,2001,2,1354,200100,11,1,,1,,1,,,,2,,,13,12,,,1,,
3,20,2001,2,1354,200100,18,1,,3,,1,1,1,,2,,,14,15,,,1,,
3,20,2001,2,1354,200100,20,1,,3,,1,1,1,,2,,,14,11,9,,1,,
3,20,2025,2,760,200101,11,1,,1,,,,,,,,,,,,,,,
3,20,2025,2,760,200101,18,1,,5,1,1,1,1,1,,,,,,,,,,
3,20,2025,2,760,200101,19,1,,5,1,1,1,1,1,,,,,,,,,,
3,20,2025,2,760,200101,20,1,,2,1,,,1,,,,,,,,,,,
3,20,2025,2,760,200102,16,1,,1,,,1,,,1,,,1,,,,1,,
3,20,2025,2,760,200102,18,1,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,,
3,20,2025,2,760,200102,19,1,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,,
3,20,2025,2,760,200102,20,1,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,,
3,20,2025,2,760,200104,15,1,,1,,1,,,,1,2,,11,8,7,,1,,
3,20,2025,2,760,200108,3,1,,1,,,1,,,3,,,8,7,3,,1,,
3,20,2025,2,760,200109,11,1,,,,,,1,,2,,,7,8,,,1,2,3
3,20,2025,2,760,200110,3,1,,2,,,1,1,,3,,,3,5,8,,98,,
3,20,2025,2,760,200110,4,1,,2,,,1,1,,2,,,8,12,7,,98,,
3,20,2025,2,760,200110,11,1,,1,,,1,,,1,,,13,14,15,,98,,
3,20,2025,2,760,200110,18,1,,2,,,1,1,,1,,,14,15,13,12,98,,
3,20,2025,2,760,200110,19,1,,2,,,1,1,,1,,,13,14,15,,98,,
3,20,2025,2,760,200110,20,1,,2,,,1,1,,2,,,13,14,15,,,,
3,20,2025,2,1304,200111,4,1,,,1,1,1,1,1,,,,,,,,,,
3,20,2025,2,1304,200111,11,1,,,,,,1,,,,,,,,,,,
3,20,2025,2,1304,200112,11,1,,2,1,1,,,,1,,,1,1,,,1,,
3,20,2025,2,1304,200113,1,1,,1,,,,1,,1,,,13,7,,,1,,
3,20,2025,2,1304,200115,11,1,,2,,,1,1,,1,,,1,1,,,1,,
3,20,2025,2,1304,200115,18,1,,2,,1,1,1,,2,,,1,1,,,1,,
3,20,2025,2,1304,200115,19,1,,2,,1,1,1,,2,,,1,1,,,1,,
3,20,2025,2,1304,200115,20,1,,2,,1,1,1,,2,,,1,1,,,1,,
3,20,2025,2,1304,200119,18,1,,5,1,1,1,1,1,3,,,1,,,,1,,
3,20,2025,2,1304,200119,20,1,,5,1,1,1,1,1,3,,,1,,,,,,
3,20,2019,2,344,200121,11,1,,2,1,1,,,,3,,,10,9,12,,98,,
3,20,2019,2,344,200121,16,1,,4,1,1,1,1,,2,,,8,12,16,7,98,,
3,20,2019,2,344,200121,17,1,,4,1,1,1,1,,2,,,7,12,14,15,98,,
3,20,2019,2,344,200121,19,1,,4,1,1,1,1,,2,,,13,12,15,14,98,,
3,20,2019,2,344,200122,4,1,,3,,,1,1,1,3,,,5,7,8,,1,2,3
3,20,2019,2,344,200123,4,1,,2,,,1,1,,1,,,,1,1,,1,2,3
3,20,2019,2,344,200124,1,1,,1,,1,,,,1,,,6,7,,,1,,
3,20,2019,2,344,200125,1,1,,3,1,,1,,1,3,,,8,3,,,1,,
3,20,2019,2,344,200125,17,1,,1,1,,,,,1,,,1,,,,1,,
3,20,2019,2,344,200126,4,1,,1,1,,,,,1,,,4,,,,,98,
3,20,2019,2,344,200126,11,1,,1,,,1,,,2,,,8,,,,98,,
3,20,2019,2,344,200126,18,1,,5,1,1,1,1,1,3,,,8,,,,98,,
